Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc
191,2,0.54,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",1 owns operates plantations conflicted contested rural lands montes de maria 2 diminished legal customary user rights region montes de mara fpic local communities 3 failed fulfil commitments ensure transparency providing necessary information interested parties 4 failed fulfil commitments use peaceful dispute resolution mechanisms instigate violence protect human rights defenders prevent reprisals 5 conducted non compliant land clearing resulted damage high conservation value hcv areas freshwater ecosystems region,False,1,0,0,1,0,0,0,0.05,0.29,0.54,0.04,0.04,0.04
192,5,0.98,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance filed capitol mighty earth may 12 regarding deforestation though capitol cargill latest mill list reached previous direct supplier understand progress grievance engagement investigation revealed land clearing due local pressure medcopapua hijau selaras imposed moratorium agreed rehabilitation cleared areas,False,1,0,0,0,0,0,1,0.0,0.0,0.0,0.01,0.0,0.98
193,0,0.62,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",tpols stated transnational labour solidarity tpols received reports violations basic labour rights plantations based reports union members found number similarities employment practices violate human rights standards among transnational corporations practice contradicts called sustainability policies claimed mdash members one estate kutai agro lestari ct agro mongabay,False,1,1,0,0,0,0,0,0.62,0.05,0.22,0.03,0.02,0.07
194,5,0.8,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",mighty earth raised grievance pundi february case cargill identified pundi indirect supplier direct suppliers already suspended pundi time engagement cargill adopted buy position,False,1,0,0,0,0,0,1,0.05,0.03,0.04,0.06,0.01,0.8
195,0,0.88,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",unilateral pay cut poor living conditions labourers intimidation workers forced labour lack transparent grievance system,False,1,1,0,0,0,0,0,0.88,0.02,0.04,0.01,0.01,0.04
196,1,0.66,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",14 october 2021 gar received letter tempo regarding investigation tempo mongabay indonesia betahita auriga nusantara investigation found tasma puja batang cenaku mill plantations forest area received purchased processed sold processed fresh fruit bunches harvested protected forest bukit betabuh stated theground check conducted august 28th september 24th 2021 conflict plasma smallholders,False,1,0,1,0,0,0,0,0.02,0.66,0.12,0.1,0.05,0.06
197,3,0.45,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",eof claimed gar purchased ffb illegally grown harvested cpo contaminated ffb cpo products contaminated cpo eof issued another 8 6 18 alleging number sourced ffb tesso nilo national park bukit tigapuluh national park bukit betabuh tiger corridor,False,2,0,0,0,1,0,1,0.06,0.07,0.07,0.45,0.06,0.3
198,5,0.47,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",nov 23rd 2022 gar received grievance customer cash investigation allegations child labour occupational health safety breaches erasakti wira forestama muaro jambi publication video publshied oct 2022,False,2,1,0,0,0,0,1,0.19,0.07,0.18,0.08,0.02,0.47
199,0,0.9,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",terminated workers violation indonesian employment law,False,1,1,0,0,0,0,0,0.9,0.01,0.04,0.01,0.01,0.03
200,2,0.93,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",allegations formally accepted complaint follows 1 control influence activities ibzi holdings sdn bhd subsidiaries ibzi plantation sdn bhd aa sawit sdn bhd disclosed 2 disclosed total landbank controlled 3 mados holdings sdn bhd conducted land clearing prior hcv assessment approved assessor 4 potential racp liabilities currently extend non compliant land clearing hcvs hcs conducted related entities land clearing within related entities concessions conducted prior hcv assessment approved assessor and5 stated primary beneficial owner madoss holdings sdn bhd sultan state malaysia using third party proxy nadi mesra sdn bhd develop plantations hcv assessments conducted prior land clearing,False,1,0,0,1,0,0,0,0.02,0.02,0.93,0.01,0.0,0.01
201,2,0.92,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",dissatisfaction terms koperasi unit desa kud credit repayment led peaceful protest villagers however 8 june 2010 villager shot security forces protest acknowledged complaint engaged dialogue family victim ibu yusniarhas compensated,False,1,0,0,1,0,0,0,0.02,0.02,0.92,0.01,0.0,0.02
202,2,0.82,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",rimba harapan saksti rhs sarana titian permata stp kerry sawit indonesia ksi subsidiaries wilmar international ii andalan sukses makmur asmr bumitama gunajaya abadi bga subsidiaries bumitama agri ltd bal,False,1,0,0,1,0,0,0,0.02,0.1,0.82,0.02,0.01,0.03
203,2,0.56,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",pay full land compensation six 6 individuals b unilaterally marked cost plasma development refer relevant regulations deciding cost plasma development c pay land compensation land identified hcv hcs area andd provide complete map along coordinates land handed six 6 individuals,False,1,0,0,1,0,0,0,0.08,0.12,0.56,0.07,0.03,0.15
204,1,0.32,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",grievance filed first resources fr sulaidy regarding deforestation around kal mill indonesia starling recorded 18 000 hectares deforestation within 20km mill since january 2016 primarily plantations owned sulaidy earthworm foundation claims sulaidy concessions closer mill plantations included mill traceability data,False,2,0,1,0,1,0,0,0.04,0.32,0.13,0.32,0.08,0.12
205,4,0.59,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",deforestation value greenworld sdn bhd subsidiary bunga,False,1,0,0,0,0,1,0,0.02,0.18,0.05,0.13,0.59,0.04
206,1,0.65,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",raised following questions 1 gpb explain fact plantation expansion 22 000 ha new planting procedure requirement took effect january 2010 placing prior notice website comment 2 gpb active development mspo standards striving achieve certification standards 3 gpb plan start certification process malaysia 10 years joining basis complaint genting plantation annual reports 2010 2011 2012 indicates new plantings since 2010 http www gentingplantations com ar12 index htm however received npp notification request genting,False,1,0,1,0,0,0,0,0.02,0.65,0.23,0.04,0.03,0.03
207,5,0.68,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",greenpeace raised grievance tunas baru lampung tbl regarding development peat january 2017 cargill engaged direct suppliers allegations tbl implemented moratorium verifications ongoing eventually gar wilmar stopped sourcing tbl tbl longer cargill supply chain,False,1,0,0,0,0,0,1,0.03,0.04,0.04,0.18,0.02,0.68
208,4,0.64,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",2016 ran published titled dua perkasa lestari destroying orangutan capital world highlighting continued land clearing activities dpl despite forest moratorium issued president indonesia april 2016 letter issued governor aceh 522 12 2686 iii dated 17 june 2016 aug ran raised allegation social confilct,False,1,0,0,0,0,1,0,0.02,0.19,0.05,0.06,0.64,0.03
209,2,0.56,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",breached plasma scheme arrangement based plasma agreement 1997 perform necessary land certificate arrangement share profit sales ffb starting 2002 2014 allegation embezzled funds process land certification approximately 100 ha,False,1,0,0,1,0,0,0,0.09,0.11,0.56,0.07,0.02,0.15
210,3,0.52,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",synopsis according hutan bumi langgeng perdanatrada subsidiary bw plantation recently started operation expand plantation onto peatland forest areas clearing clarify high conservation forests hcvfs digging canals peatlands drainage encroached tanjung putting national park,False,1,0,0,0,1,0,0,0.03,0.11,0.05,0.52,0.21,0.08
